,Unnamed: 0,input,output
215,215,Thank you so much for the great news!,unactionable
216,216,"Hello,

I am Prabhdeep Kaur, an applicant for the AI Camp's Getting Started with AI
scholarship program.  I hope you're doing well.  I'm a little confused
about how the $10 credits for each friend joining the program will work.
Can you please explain the process?  Thank you.

Sincerely,
Prabhdeep",others
217,217,"Hi Ann,
Thank you so much for getting back to me.
Madeline signed up for next week (week of 6/21) and 7/12.

I don't think next week will work out. Could she take the course on the
week of 7/12?
Also are there still scholarships available? My nephew might be interested.

Thank you so much for your help!

Caroline",program_info
218,218,"Hi,
 
My daughter accidentally signed up for 2 dates. Summer has been a little hectic for us. What is the minimum requirement in equipment?
 
Sorry, we should have emailed sooner.  
 

 
Please advise.  
 
Thank you,
 

 
Caroline",program_info
219,219,"Hi Ann,

Thanks for checking and yes that is the correct email address for Thomas.
I've cc'ed him on this email.

We look forward to the class.

Maria Masrhall",unactionable
220,220,"Great! Is the next session in mid July? Would it be possible to share the
zoom link now so we can have it all set and be ready?

Thanks,
Maria",program_logistics
221,221,"Since Thomas could get in and missed the first class, can he register for the next session?",program_info
222,222,"Hello,

I registered my son Thomas Marshall for your class to start today at 4pm
PST and he received an email confirmation but never got a zoom link. Is the
class still happening? He would like to join.

Thank you,
Maria Marshall",program_logistics
223,223,Thank you!,unactionable
224,224,"I signed up for (*7/12 - 7/15)* with Alex Duffy, and *6/21 - 6/24)* with
Dr. Michael Zhang. And the one I want to join is the 7/12- 7/15 with Alex
duffy",program_info
225,225,"Hi I signed up for 3 classes by accident and I would like to only sign up
for the 8 a.m. class",unactionable
226,226,"Hi folks, Harry Tobinâs dad scheduled an orthodontist appointment at 3pm
today so Harry will need to skip out of todayâs session early, around
2:15pm ET.
_Ashley Sent from Gmail Mobile",program_info
227,227,"Hi, one more thing. The attached schedule is nearly impossible for me to
read and I can only get the 1st page to print. Do you have another format
or maybe a PDF?

Thanks for your help.
_Ashley

*Ashley Suhler Tobin*
*Nonprofit Consultant*
Email: Ashley.Tobin@gmail.com
Mobile: 703-328-2136
Appointments: https://calendly.com/ashley-tobin
Web site: http://Connecting.Coffee",others
228,228,"Hi, we are excited for this program. Will the first day be 10-3? Do the
groups and their special zoom links start Tuesday? Will the students be
online for the full 5 hours (10-3) every day?

My kid has some executive functioning issues, so I'm trying to get him as
organized as possible so he can be successful. Do you have any tips to make
this easier?

_Ashley

*Ashley Suhler Tobin*
*Nonprofit Consultant*
Email: Ashley.Tobin@gmail.com
Mobile: 703-328-2136
Appointments: https://calendly.com/ashley-tobin
Web site: http://Connecting.Coffee",program_info
229,229,"Thanks for the reminder and links to the camp.  My 15 yr, Max Lu, will
finish your camp this Friday.  My 13 yr, Rex Lu, will be starting your camp
this Monday, July 26.

It looks like Max was placed in the Cambridge group for this Monday, July
26.  Please make corrections as necessary.

Thanks
Nancy",unactionable
230,230,"Hi Richard,
Thank you so much for the good news.
We are looking forward to it.
Happy Thanksgiving
Zeynep",unactionable
231,231,"Great, I can do July 12 - July 15.

Thank you so much!",unactionable
232,232,"Hello,

I'm Chelsea Byun, and I signed up for the *Getting Started with AI (6/21 -
6/24). *However, I just found out that I can't make 2 of the classes, so is
it possible to reschedule to another date?

Thank you!",program_info
233,233,"Hello my name is Kaua and I am participating in the AI CAMP. However I did
not get the link to join the class. I am supposed to meet with Dr. Michael
Zhang for four days Monday to thursday.",program_logistics
234,234,"Hi Rich,
Thank you so much! I really appreciate it.
Best,
Julie",unactionable
235,235,"Hello,
Thank you for your response! That's no problem that the class ends at the
end of this month. Hope Katherine can go to your summer program next year.
She should have more free time during the summer.
Thank you again for all your help!
Best,
Julie",unactionable
236,236,"Hello,
Thank you for your wonderful program, Katherine enjoys it very much.
Unfortunately, she is too busy with her school work, so she is going to
have to stop the lessons. When is her last paid for class?

Thank you,
Julie Li",monetary_issues
237,237,"Hi Ann,

I did confirm that they all used the link. Maybe you could check the part
of the application that says who they heard the program from?

Danielle",unactionable
238,238,"Thank you! By the way, I received an email that I got one referral by the
latest person I referred, but the previous 7 were not processed. Maybe
there was an issue with the website earlier?

Danielle",others
239,239,"Yes they said they signed up. Do you see that they have booked a session?

Danielle",registration
240,240,"Hi Ann,

I wanted to follow up with this morning's email. Were you able to resolve
the issues?

(also if you still need the list of names)
7. Lin ""Kitty"" Wang, lwang30@stuy.edu

Danielle",others
241,241,"6. Krisha Ande, krishaande265@gmail.com

On Wed, Jun 2, 2021 at 7:08 AM Danielle Trinh 
wrote:",unactionable
242,242,"Hi Ann,

Here is a list of the people who have booked a session so far. There might
be some that I missed.

   1. Audrey Sieng, audrey.sieng@gmail.com
   2. Kailey Trinh, kaileytrinh@gmail.com
   3. Lucky Chettupalli, lchettupalli@gmail.com
   4. Anita Semsarha, semsarha.anita@gmail.com
   5. Daniel Lu, hehe.itsdaniel@gmail.com

Some people are still considering it. Will I have to send their information
when they do register?

Thanks,
Danielle",others
243,243,"Hello,

My name is Danielle, and I will be attending the 4-day summer session for
an intro to AI. I shared my referral link with several people and a couple
of them booked the session, but I don't see any updates on the site to
track my referrals. Is it updated? And when is the end of the referral
competition for a free spot in the 3-week program?

Thank you,
Danielle",others
244,244,"Thank you for your prompt reply. 

Just to confirm the other two sessions pr all three sessions are teaching the same material and content?",program_info
245,245,"Thank you!

My son is selected for Summer League BasketBall to represent his school.
Their practice time is between 5 and 6:30. Any chance you've classes that
start earlier than 4pm?
He is very interested in Robotics and participated in FTC this year. It
would be nice if he could get in earlier timing classes. Appreciate any
help from your team.

Thank you!
kusuma",unactionable
246,246,"Thank you so much !

Sunitha",unactionable
247,247,"Require this change as Vivek wants to sign up for SAT prep course which
runs from 1:30pm-5:30pm PST, and conflicts with current AI camp timings.

Hence, requesting to change to the EST (10 AM EST / 7 AM PST through 3 PM
EST / 12 PM PST)

Many thanks
Sunitha

On Thu, Jun 3, 2021 at 2:14 PM sunitha kumar 
wrote:",program_info
248,248,"Hi Richard,

Could you pl. move Vivek to - EST (10 AM EST / 7 AM PST through 3 PM EST /
12 PM PST)

Thanks,
Sunitha",program_info
249,249,"Hi Richard,

Just checking if there is perhaps a 12pm - 5pm PST timeslot ?
Vivek wanted to take summer art in the morning which goes between 8am -
12pm, and we are seeing if there was a way to get both done.

Pl. let me know

Thanks,
Sunitha",program_info
250,250,"Hi Richard
Pl. give us PST 10am-3pm

Thanks
Sunitha",program_info
251,251,"Hi,

Require clarification if Vivek's camp is in EST 10am-3pm or PST 10am-3pm ?

Thanks,
Sunitha",registration
252,252,"Hello *Ai Camp (ai-camp.org ),*

My name is *Sai Maradugu*, and I hereby request to erase all personal data
that you hold about me.

Please send me an email confirmation of the complete and permanent erasure
of the personal data once you have completed the erasure process.

My personal details are:

   - Name: *Sai Maradugu*
   - Email: *smaradugu679@gmail.com *


As evidence of my interaction with your company, I received an email on *2021
September 01* that indicates that you are holding personal data about me.

Thanks,
Sai Maradugu

Request: EMADGHZL",others
253,253,"Rich,
Apologies for the delay. We are stuck with one conflict and may not hear
back (if moved to another section that conflicts the time) potentially for
10 days.
I'll reach out as soon as I clarify (recognize we may be losing the spots)
If not for that last session, we will then look into booking for either
during the year or next camp that you may be able to offer

Regards,
Tammy",unactionable
254,254,"Richard,
We will be interested in registering at least one of the twins, ideally two. Not sure if you can hold the spot - considering that they havenât done any of the AI before, we just want to make sure that at least one of them is interested full three weeks.
Our preference is the pst time you provided, let me know please",registration
255,255,"Hello all.  
Thanks for the class for my son so far.  He was really looking forward to the coding part, and was expecting it today and tomorrow, but they didnât get to it today at all. 
Do you know if the class is going longer tomorrow seeing as itâs the last day - and time will be needed to fit in some coding?
I understand they were talking about college recruiting? Or college entry??.  This wasnât on the curriculum and my son was excited to actually Learn AI programming - and I would really love for it to meet the original plan of completing AI programming project.  Heâs giving up a lot to be on this course - it would be good if he could learn that.  

Thanks a bunch! 

- Moira",program_info
256,256,"Great - thank you - he's excited!
He'll be online 4p today and each day Mon-Thurs this week 6/21.
Name: Aaron Belikoff
Email: AaronBelikoff@gmail.com
Please also send details to my email.  He's excited to roll his sleeves up
and learn more code....
I can boast that he got A+ for computers class this past year (9th grade) -
and he sees programming as a possible professional direction - so thank you
for doing this and keeping his interest and passion up - the AI space is so
exciting!!
I dabble in it myself a bit.",registration
257,257,"hi - my son is scheduled for week of 7/26 to do AI class.  is there
flexibility to do it next week?  week of 6/21?",program_info
258,258,"Hi,
Thanks for getting back to me! I already booked the 7/12 to 7/15 class and
wanted to cancel the 6/21 class. Thanks for your help!",program_logistics
259,259,"Hey AI camp,
I initially booked a class to get started with AI on 6/21-6/24 but realized
that I can't make it during these dates. I want to reschedule another time
and was wondering whether I can cancel the booking. Thanks for your time.",program_info
260,260,"Hi,

I can't seem to log into https://coding.ai-camp.org/ with my saved password
and the forgot my password feature is not sending me anything. Please help
me log into my account. The sooner the better, I am instructing a class in
the morning at 10am PST.

Best,
Steven Tsan
stevenatsan@gmail.com",registration
261,261,"Hello Richard,

I rather have my son start from the beginning of the week. How do I
register for the July 26th session ?

Thanks,
Portia",program_info
262,262,"Hello Richard,

I rather have my son start from the beginning of the week. How do I
register for the July 26th session ?

Thanks,
Portia",program_info
263,263,"Hello,

We are on Eastern time, and my son just noticed that he is not logging in
at the right time. Could he still sign in tomorrow morning ?

He missed the previous days, unfortunately.


Thanks,
Portia",program_info
264,264,"Dear Ms. Oliver,

Apologies - I can't seem to find these open schedules :( The only links
that come up are the ones for the Immersion Program, as seen in the
screenshot below. I can't seem to find the openings for the Summer
Immersion Program!

Best,
Julia
[image: Screen Shot 2021-06-15 at 10.24.04 AM.png]",registration
265,265,"To whom it may concern,

I hope that you are doing well and staying safe as the pandemic conditions
continue to get a little better each day!

I am Julia Ongking, a rising sophomore currently studying at the
International School of Manila. I have just recently stumbled upon your
site and was really inspired by all of the opportunities offered by AI
camp; I have already signed up for the four-class introductory sessions and
am really excited to participate. However, it came to my attention that
there is also a three-week-long summer program. I understand that the
deadline for signing up may have passed, but I just wanted to try my luck
with asking through this email whether there would be any open
opportunities to help out in some way.

Being a student under some of the highest-quality mentors in the modern
world today has always been a dream of mine - as soon as I clicked onto the
AI camp page today, I truly fell in love. I am so excited to develop so
many ideas and projects related to AI; to be completely honest, I am really
hungry for an opportunity to explore this passion and these ideas with the
staff and peers at AI Camp. One of these would be an online, innovative
e-learning platform in the Philippines that would use AI technology to
create a personalized and nurturing personalized learning experience for
low-income students who have not been able to access the quality education
that they deserve. I have also begun interning at a tech-based startup that
is looking to explore AI technology as well, which further fueled my
passions for AI and data learning, revving me up to participate in this
course and to truly give it my absolute all! Finding guidance and mentors
in the field of AI is incredibly difficult here in the Philippines, and I
am really eager to participate in AI Camp's summer program.

I understand that this is quite an unorthodox request, and I completely
understand if this request cannot be catered to. I am beyond willing to put
in the work to show that I am a worthy candidate for participating in AI
Camp's summer program despite missing the deadline. Should I need to put in
some extra time as compared to my peers who had applied at the right time,
I will very happily fulfill the necessary requirements. I will also be very
flexible if ever an unconventional arrangement must be made in order to
facilitate this request.

Thank you so much for taking the time to read this email and for even
considering me as a potential applicant to this amazing course. I would
like to offer my most sincere apologies once again for the inconvenience; I
really would just love to learn and expand my worldviews and am highly
passionate about AI and facilitating social change through AI technology. I
wholeheartedly believe that AI Camp will truly be a life-changing and
eye-opening experience for me, and if given an opportunity to participate,
will undoubtedly be giving my 110% into all of the work that I put forwards
into this course. I am also open to possibly meeting you virtually in the
case that this would be necessary.

Thank you so much again for your time and my apologies for the
inconvenience!

Respectfully,
Julia Ongking",registration
266,266,"Good morning. I just received word about a wonderful opportunity for an AI
scholarship through Stanford. Ship. I understand this program is available
to middle school students as well as high school students. My daughter is
turning 13 in August can she still participate? Or is there an age cut off?
-Enyioma Nwankpa",program_info
267,267,"Oh, awesome. Thanks. I'll sign him up and we'll see how it goes. Thanks
Michael...Chris",unactionable
268,268,"Hi there!

Thanks for taking the time to chat with me today about your virtual
immersion program. My son, Felix, is super keen on trying it out. In the
short term, he'd like to work on an AI science project for this year. In
the long term, he'd like to explore larger real world applications of AI.

Anyway, I was wondering if you offer a trial meet and greet just so Felix
can get to know the program a bit better and see if it's a fit.

Alternatively, I could just sign him up for a month and use the first week
as a trial. If it's not a fit, could we cancel and get pro-rated the rest
of the monthly fee?

Anyway, I actually think he's going to love it but wanted just to do a
little due diligence before we jump right in.

Thanks so much!

Chris",program_logistics
269,269,"Hi Ann

We are Katherine Dong's parents. Katherine really loves the AI Camp and is
looking forward to it. Unfortunately, there is a conflict with her
busy schedule and there is no easy way to resolve it as of now. Could you
please kindly let us know if we can cancel the AI Camp and get the credit
back?

Thank you,

Yan & Julie",program_logistics
270,270,"I tried signing up for the first week (June 21-24), but I am not sure if it
registered or not. If you could make sure there are no doubles, that would
be great!

Thank you for all your help,
Anika Thakkar",registration
271,271,"Thank you! Also, I am not sure if I signed up twice. Would you be able to
check for me?

Anika",registration
272,272,"Yes, thank you!",unactionable
273,273,"Hi,

I just applied and registered for the second AI course (July 12-15). Would
I be able to switch to the first course (June 21-24)?

Thank you,
Anika Thakkar",program_info
274,274,"Good afternoon,

Thank you so very much. I'm sure she will be ecstatic to join you all this
summer!

Sincerely,
Jennell Dickens",unactionable
275,275,"Hi:
I'm not able to attend the 7/12-7/15 session due to a conflict. Instead can
I reschedule and join the 7/26-7/29 session?

Thanks,
Diya",program_info
276,276,Ok- many thanks.,unactionable
277,277,"<!--
/* Font Definitions */
@font-face
	{font-family:""Cambria Math"";
	panose-1:2 4 5 3 5 4 6 3 2 4;}
@font-face
	{font-family:Calibri;
	panose-1:2 15 5 2 2 2 4 3 2 4;}
/* Style Definitions */
p.MsoNormal, li.MsoNormal, div.MsoNormal
	{margin:0in;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;}
a:link, span.MsoHyperlink
	{mso-style-priority:99;
	color:blue;
	text-decoration:underline;}
.MsoChpDefault
	{mso-style-type:export-only;}
@page WordSection1
	{size:8.5in 11.0in;
	margin:1.0in 1.0in 1.0in 1.0in;}
div.WordSection1
	{page:WordSection1;}
-->Dear AI Camp.What is the tuition for your camp?Thank you,Russ M: 267-337-2935 Sent from Mail for Windows",unactionable
278,278,"Hello parents & guardians,

I am Fernanda with AI-Camp and I will be leading your child through
our *Getting
Started with AI* class next week!

Sometimes our emails are blocked by school firewalls; this reminder is in
case your child has not yet received their class information.

*We will start the course Monday(7/12) at 8AM PST! Here is the zoom link
for our class: **https://us06web.zoom.us/j/2362681921*


This is a 5-session course that will meet at the same time on the same zoom
for an hour and a half everyday Mon-Fri next week.

This is also the first step of our AI-Immersion Program so be sure to not
miss this chance to build foundational knowledge & an exclusive offer to
continue the program at a reduced rate!

Thank you,

Fernanda",unactionable
279,279,"Dear AI Camp staff,

I hope this email finds you well. My name is Datta Kansal and I am reaching
out to you on behalf of the Cupertino Youth Activity Board.

We are reaching out to you because we are planning to host  Cupertino
2021 which gives teens the opportunity to compete and showcase their coding
talents by answering a secret prompt. This is a hackathon organized by the
Cupertino Youth Activity Board and Cupertino's Recreation Department and is
geared towards middle and high school students.

We are reaching out as we are looking for organizations like yours to
conduct workshops related to Computer Science for our participants. The
workshops would be around around 30 min - 1 hour. The workshop can be on
any convenient day between 6/27 and 7/2. A few possible topics for the
workshops could be:
a) Applications of Computer Science in real life.
b) Demo of what your organization does
c) Informing about the various career paths in Computer Science (Artificial
Intelligence, Robotics etc.)
d) We are open to other ideas too!

We would also like to formally invite you to attend the closing ceremony on
July 12th. Thank you for your time and please do not hesitate to reach out
to me or our Staff Liaison, Danny Mestizo (DanielM@cupertino.org), with any
further questions or clarifications. If you would like me to reach out to
someone else in your organization regarding this, please let me know :) We
look forward to hearing from you soon.

Sincerely,

Datta Kansal

Cupertino Youth Activity Board - Admin Team",others
280,280,"Hi Ann,

In order to make that change, what would be the best way to do so? Should I
maybe unenroll, and then re-enroll with the school name changed? Also, how
would I unenroll in order to achieve this?

Thank you,

Gwyneth Simard",others
281,281,"Hello,

I wasn't sure what school to put in on the application, as I graduated from
University Preparatory School last week, and am enrolled at UC Irvine for
the next academic year. Does this cause any issues?

Thank you,

Gwyneth Simard",others
282,282,"Hello,
our daughter is 13 years old and already did summer and fall program with inspirit program.

Your one hour a week will be prefect for her as she is available very tuesdays at 5pm  Vancouver bc time.

Let me know how it works to register her for January 2022.

Regards.

Zohra Bonnis fro Anais Bonnis grade 8",registration
283,283,"Hi Richard
Thank you so much. I would really appreciate it if you could switch me to
july 5 - july 23



Thank you.

Francisco Castro",program_info
284,284,"Hello Michael,


Thank you for your email and this opportunity! Iâm very exited to start AI
Summer Camp.

I was wondering if thereâs a possibility of switching me to another batch.
When I applied I believe I chose the batch happening in July. I finish
school June 18th and would lose almost a week of the program.

Please let me know if this is possible.


Thank you!",program_info
285,285,"Dear AI Camp,

I have been out of town for a long period of time and have not been able to sign up or attend any of the classes with my scholarship. I realize that I have missed the opportune dates for the classes, but may I ask if there is any way to sign up for a class or extend the scholarship due to my circumstances?

Thank you

Sincerely,
Kenny Barber",program_info
286,286,"Oh never mind, I just saw the email.",unactionable
287,287,"Hi, I signed up for getting started with ai and successfully booked a class but havenât received a referral link yet. 

Thank you for your time,
Kailey Trinh",program_logistics
288,288,Great! Thank you!,unactionable
289,289,"Hello, AI camp staff,
I submitted the form for the groups, but it's one day late.
Will I still be able to get into the advanced group? I'd like to know as it
is critical for my experience.

My submitted 3sum (programmer's parlance of problem) code:
""""""
import bisect
def threesum(l):
     res = []
     for i0 in range(len(l)): # l is list
         for i1 in range(i0+1, len(l)):
             pos = bisect.bisect(l, -i0-i1, lo=i1)-1
             if l[i0] + l[i1] = -l[pos]:
                 res.append((l[i0], l[i1], l[pos]))
     return res

print(*threesum([-15, -11, -7, -3, 1, 2, 3, 4, 5, 6, 7, 8]), sep= '\n')
""""""
Best regards,
-- Daniel Starr
M: (510) 816 2620",unactionable
290,290,"Sorry, I just found it, thank you though.",unactionable
291,291,Hello I'm scheduled for 10 am but I haven't seen a zoom link emailed yet?,program_logistics
292,292,"Hi Ms. Oliver,

Ok, I understand.

Thank you,

Julia Golovina",unactionable
293,293,"Hello,

My name is Julia Golovina and I recently applied for the AI Summer Camp
Scholarship.

Could you please clarify for me if the scholarship is actual money or the
scholarship is the classes?

Thank you,

Julia Golovina",scholarship
294,294,"Oh yeah one more thing. I did the scholarship for the camp. Did that apply
for the 3 week summer program?
Sent from my Android Device",scholarship
295,295,"Got it, thank you so much",unactionable
296,296,"Hi AI Camp,

I just attended the AI Immersion Program Info Session meeting on Zoom. If I
recall correctly, I remember hearing that there are different courses *and* one
of them is a *three-week summer program*.

However, when I tried to sign up for it, it directed me to the Getting
Started with AI course. I have already done that this week.

How can I sign up for the three-week summer course without doing the
getting started with ai course (because I already have done it)?

Sincerely,
Pranshu Dewagan",registration
297,297,Thank you so much!,unactionable
298,298,"Ann, I just realized I am trying to register my son for the 1 week course,
which would be the intro course for a beginner.  I cannot figure out how to
register for that one?",registration
299,299,"Hi Ann,

We only found out about this program last week, so my son did not submit a
scholarship application.  If there is anything he can do now, please let me
know.

Thanks,
Maryam",scholarship
300,300,"Hi,

I'm interested in enrolling my 13 year old son, Ayaan Ahmad, for the AI
summer classes for 3 weeks.  I was wondering if there are any scholarship
options for this course?

Thank you,
Maryam Khan",scholarship
301,301,"Dear AI-Camp,


We would like to make a formal request to cancel my daughter Charlotte
Lee's subscription as of today 9/30/2021. Please do not bill my Chase
credit card ending in #3552 on October 7th.

The last auto-payment of $199 was made on September 7th for the October
2021 class.  Charlotte will not attend October classes.  Since this was a
one month advance payment for the next monthâs classes, I would like to
request a refund on September 7thâs payment.

In addition, I would like to request a full refund of all money paid. This
includes all 11 months totaling $2189. Attached is a list of payments made.

The reason for this request is that the services were not delivered as
advertised, and the quality of services rendered are unsatisfactory:

   -

   I was told the class completion timeframe would be about a year's time.
   The class was to learn AI and to complete a group project which was to
   build an AI application that would perform facial recognition or similar .
   The first class was November 8th 2020 and classes have run for 11 months
   now . I observed the last class on September 26 and the class is still very
   far from completion. The project is still in the first stage of the Machine
   Learning process-- data collection and data labeling.  The assignment for
   collecting images started for April 2021 and is still in progress as of
   September 26.


   -

   The class material advertised has not been delivered. The structure of
   the class does not match the curriculum on the website. The websiteâs
   curriculum (https://www.ai-camp.org/curriculum)  notes âin class 3, you
   will start using Python to make requests to APIsâ and âwe just teach you
   enough for you to start working on your projectâ. However, there has
   been no use of APIs; students in the class have been collecting images for
   6 months with no homework and the project has barely started.  On January
   15th 2021, I spoke to Michael Zhang on the phone.  I was told my daughter
   would learn Test-driven development. There was never any mention of Test
   Driven development in the class.



   -

   There is no clear structure of class material and no lesson plan each
   week.   On January 15, 2021, I had emailed my concerns about this. Michael
   Zhang had called me on the phone.  I was offered a one monthâs refund
   ($199), and he had tried to remedy the issue. Following that,  there was a
   few weeks of python homework. However after that,  it was back to no
   homework again. For months since April 2021, there were many lectures on
   âAI conceptsâ but only one hands-on assignment to collect and label
   images.  In one of the classes I observed, the teacher had spent a lot of
   time showing youtube videos. She had even repeated a youtube video on Elon
   Musk's Neuralink twice. My daughter would tell me that the same old
   material was repeated from prior weeks.  The classes explain concepts but
   no homework or any hands-on assignment to practice. On June 6, 2021, I
   asked about homeworks and wanted to see what topics were covered. Richard
   Hsu had replied on 6/6/2021 asking the teacher to reply to me, but there
   was no response. (I have included the email correspondence on 6/6/2021)



   -

   I was also told parents would get weekly updates on student or class
   progress. I received only one progress update on June 6, 2021. There were
   no other updates sent. I had asked for another update on 9/26/2021 and have
   not received a reply. (Attached is email from 9/26/2021)



   -

   The teacher has taken 3 weeks vacation over the summer of 2021 and I am
   not sure how this would be made up. I had asked about this on the 9/26/21
   email and there was no reply.

I have given this class a chance after you had offered me a one month
refund, but I felt like I was misled.

Please issue me a full refund of $2189 to my Chase credit card.

Regards,

George Lee",monetary_issues
302,302,"Zeinaâs computer science teacher told her.  I am copying her so that you contact her directly and you her phone number I believe.  She more responsive to texts.

Eyad Kishawi",registration
303,303,Thank you so much for the great news!  Emmanuel will show up for the class.,unactionable
304,304,"Hi Rich,

Can you let me know a good time to reach you? I would like to discuss the changes so that you can accommodate my request.

 
Thanks,
Rekha Vaddi",others
305,305,"Hi ,

Are there any other slots that are available? Akshaj has taken a course in local community college which has conflict.

Thanks,
Rekha Vaddi",registration
306,306,"Hi Ann,

Thank you letting us know. I am wondering if this is going to be in-person as things are opening and kids are getting vaccinated.

In-person is preferred as things are changing.

Thanks,
Rekha Vaddi",program_info
307,307,"Hi,

I was wondering when I can expect to be reimbursed for this?

Thank you,
Fernanda",monetary_issues
308,308,"Hello,

Here is my receipt for the AirBnb experience,

Thank you!
Fernanda

[image: image.png]",unactionable
309,309,"Thank you for the clarification.
Manav Gurnani",unactionable
310,310,"Thanks for the opportunity.

On Thu, May 27, 2021 at 6:50 PM Manav Gurnani 
wrote:
-- 
Manav Gurnani",unactionable
311,311,"Great. Sign me up there.
Manav Gurnani",unactionable
312,312,"Sure, that works for me. Which batch is this for?
Manav Gurnani",program_info
313,313,"Hey Richard,

Do you have any updates on available spots as the third batch would
definitely not work for me as my school starts earlier than August 13th.

Thanks.

On Sun, May 23, 2021 at 9:33 PM Manav Gurnani 
wrote:
-- 
Manav Gurnani",registration
314,314,"Please do let me know. Thank you.
Manav Gurnani",unactionable
315,315,"I filled out the batch change form attached in the email sent to me a while
back when choosing batches, this is unusual. Thanks for trying at least.",unactionable
316,316,"Hello again!

I just wanted to know if there has been a final decision about whether or
not the refund can be processed?

Thank you!
Raihana Zahra",monetary_issues
317,317,"Hello!

I just wanted to ask again if I would be able to get a refund from the
SD006: AI Conceptual Course with Stella Dong that would have started May
15, 2021. I understand that the replacement course that I'm put in (Getting
Started with AI) is a free course offered to anyone so I was just wondering
if refunds were possible.

Thank you again,
Raihana Zahra",monetary_issues
318,318,"Dear AI Camp Organizers,
Here is the last step to reach to full scholarship.
Below you can find a link to my video.
Thank you very much,
BalÃ¡zs Kondor
https://www.youtube.com/watch?v=NY5lRNBZK9E",unactionable
319,319,"Hi Richard,
 Sorry for missing the emails. Gayathri is 13 years old. Have filled out
the form
Thanks
Bhavani",unactionable
320,320,"Good morning, AI camp

I would like to know where i can apply for a scholarship to the program.
Is there a form i have to fill out or someone i have to talk to about it?

Thank you for your time, Paolo Rubio
-- 
Please confirm receipt of this email.

Thank you in advance,
Milena Larios",scholarship
321,321,Thank you,unactionable
322,322,"Hello,

My nane is Drake Linnen.  I am 12 years old.  My science teacher at Imagine
Andews located on Andrews Air Force base referred me.  I am interested in
the summer program.  However, I need information on your scholarships for
financial assistance.  How do I proceed?",scholarship
323,323,Thank you so much for the great news!,unactionable
324,324,"Awesome. Thank you.

*Katarina Maiers*


*C: 312.208.9885*",unactionable
325,325,"Thank you for your email.  Sorry to bother but wanted to also ask if you
have received his filled out form.  Just wanted to make sure as he did fill
those questions about his previous experience.

Thank you.

Regards,
*Katarina Maiers*


*C: 312.208.9885*",registration
326,326,"Hello,

Max has filled out the form several days ago and we do confirm that
selection of batch 2, and times as listed below.

Please let us know if we need to fill out anything else.

Best regards,

Katarina (Maxâs mom)",registration
327,327,"Hi,

I actually messaged all the students about this week's class. I am
currently traveling for work and the class was cancelled.

Best,
Thomas",unactionable
328,328,Thank you so much for the great news!,unactionable
329,329,"Hello Michael and Rich,
The grant program office pointed us in the direction of this form and
requested that we have you complete it. If you wouldn't mind filling in
what I left blank and signing it at your earliest convenience, it would be
much appreciated! Thank you again for a great camp!
Warm regards,
Melissa Grant
(Willem's mother)

On Wed, Aug 11, 2021 at 1:08 PM Michael Ke Zhang 
wrote:",others
330,330,"Hi Richard,
Great! Thank you!
Best,
Julie",unactionable
331,331,"Hello,
Thank you for your email!
I was wondering how to register the trail lesson.
Katherine will start her group lesson next Wednesday 6/30. Can she still
take the free trial lesson?
Best,
Julie",registration
332,332,"Thank you again for your help!

With appreciation,
Yuping Wang",unactionable
333,333,"Thank you so much for your help!

Best,
Yuping Wang",unactionable
334,334,"Hello~

I had a question about the Online IDE that AI Camp is using.

I have a Chromebook that has a working camera, but I borrowed that from the school and I think my school limits the access to some IDEs like Java. I have one Windows computer which has access to the IDEs for some programming languages, but the camera of that computer does not work. 

Do you know if the online IDE that AI Camp is going to use works on a Chromebook?
If not, I can also reach out to my school and request to exchange for a different computer with a working camera.

Thank you,
Yuping Wang",program_info
335,335,"ok, thanks for checking.",unactionable
336,336,"After I sign up, will you be able to switch the preferred timezone from PST
to EST?

On Sun, May 30, 2021 at 6:20 PM Chris Yang 
wrote:",program_info
337,337,"There's only one option to register to select PST for batch C.  How do I
select EST?",registration
338,338,"ok, thank you, I'll sign up soon.",unactionable
339,339,EST is great!  Is there a deadline for registration?,registration
340,340,"Hi,
Does the AI summer camp run from 10am-3pm Pacific time only?
Sincerely,
Chris",program_info
341,341,"She is going to send her instructor an email.

Thanks for your  help",unactionable
342,342,"Hi,
This is Zahra Baran's mom. Baran is a student at AI camp weekly program.
She joined the camp since May. Just wondering if you could help us pause
the camp for two months and resume it September? Baran has a very busy
schedule this summer and already missed some of classes and cannot fully
leverage the
Camp.

Thanks
Zahra",program_logistics
343,343,"Hi,
I'm interested in enrolling my kids for the AI Immersion program. I would
like to know if this is the right program for them. I have one in middle
school and one in high school. Will there be any discounted pricing if I
want to sign up for both of them. Please let me know.

Thank you,
Subashini",program_info
344,344,"Hi!

My name is Neev Mangal, I'm signed up for the AI Camp session that starts
this Monday. I was just emailing you to make sure that you were aware that
I won't be there on Monday or Tuesday of just this week. I will attend the
rest of the session. I had talked with Ana and she said that it should be
fine since I already know python/programming in general pretty well. I just
wanted to make sure that you weren't waiting for me or anything during
those days.

I look forward to the camp!
Let me know if you need anything from me,
Thanks!
Neev",unactionable
